id;anio;provincia;provincia_id;departamento;departamento_id;vacas;vaquillonas;novillos;novillitos;terneros;terneras;toros;bueyes;toritos;total_cabezas
201222119;2012;Chaco;22;Presidencia de La Plaza;22119;111;53;14;;46;46;8;;;278
201122126;2011;Chaco;22;1 de Mayo;22126;10;;;;2;6;1;;;19
201222126;2012;Chaco;22;1 de Mayo;22126;8;3;;;2;2;1;;;16
201322126;2013;Chaco;22;1 de Mayo;22126;9;2;;;5;3;1;;;20
201022133;2010;Chaco;22;Quitilipi;22133;10;2;1;4;1;2;;;;20
201222133;2012;Chaco;22;Quitilipi;22133;40;10;1;15;15;10;2;;;93
201322133;2013;Chaco;22;Quitilipi;22133;40;4;3;24;13;14;3;;;101
201022168;2010;Chaco;22;25 de Mayo;22168;17;10;;;4;4;1;;;36
201222168;2012;Chaco;22;25 de Mayo;22168;16;6;;1;8;2;1;;;34
201322168;2013;Chaco;22;25 de Mayo;22168;17;9;;;10;6;1;;;43
201126014;2011;Chubut;26;Cushamen;26014;16;;;;;;2;;;18
201226014;2012;Chubut;26;Cushamen;26014;27;2;1;;;;2;;;32
201326014;2013;Chubut;26;Cushamen;26014;79;6;1;;;24;4;;;114
201426014;2014;Chubut;26;Cushamen;26014;106;28;;4;32;17;4;;;191
201526014;2015;Chubut;26;Cushamen;26014;75;8;;2;2;17;3;;;107
201626014;2016;Chubut;26;Cushamen;26014;67;22;4;1;15;13;2;;;124
201726014;2017;Chubut;26;Cushamen;26014;88;12;;1;17;18;3;;;139
201826014;2018;Chubut;26;Cushamen;26014;88;11;7;1;9;20;3;;;139
201926014;2019;Chubut;26;Cushamen;26014;88;11;7;1;9;20;3;;;139
201426035;2014;Chubut;26;Futaleufu;26035;11;5;;;7;6;1;;;30
201526035;2015;Chubut;26;Futaleufu;26035;14;4;;2;2;5;;;;27
201626035;2016;Chubut;26;Futaleufu;26035;14;4;;;2;3;;;;23
201726035;2017;Chubut;26;Futaleufu;26035;14;4;;;2;3;;;;23
201826035;2018;Chubut;26;Futaleufu;26035;14;4;;;2;3;;;;23
201926035;2019;Chubut;26;Futaleufu;26035;14;4;;;2;3;;;;23
201326042;2013;Chubut;26;Gaiman;26042;64;10;;;10;;1;;;85
201426042;2014;Chubut;26;Gaiman;26042;30;86;;;;;3;;;119
201526042;2015;Chubut;26;Gaiman;26042;30;82;;;17;29;3;;;161
201626042;2016;Chubut;26;Gaiman;26042;30;78;;;13;23;3;;;147
201726042;2017;Chubut;26;Gaiman;26042;62;29;;;6;6;5;;;108
201826042;2018;Chubut;26;Gaiman;26042;43;29;;;1;6;5;;;84
201926042;2019;Chubut;26;Gaiman;26042;30;16;;;;;5;;;51
200926056;2009;Chubut;26;Languiñeo;26056;7;22;;;;;;2;;31
201026056;2010;Chubut;26;Languiñeo;26056;7;22;;;;;;2;;31
201126056;2011;Chubut;26;Languiñeo;26056;78;22;;;18;40;4;4;;166
201226056;2012;Chubut;26;Languiñeo;26056;71;;;;18;29;4;2;;124
201326056;2013;Chubut;26;Languiñeo;26056;50;;;;22;;4;;2;78
201326077;2013;Chubut;26;Rawson;26077;33;16;;;;8;1;;;58
201426077;2014;Chubut;26;Rawson;26077;30;12;;;4;4;1;;;51
201526077;2015;Chubut;26;Rawson;26077;30;12;;;4;4;1;;;51
201626077;2016;Chubut;26;Rawson;26077;30;12;;;4;4;1;;;51
201726077;2017;Chubut;26;Rawson;26077;30;12;;;4;4;1;;;51
201826077;2018;Chubut;26;Rawson;26077;30;12;;;4;4;1;;;51
201926077;2019;Chubut;26;Rawson;26077;30;12;;;4;4;1;;;51
200826091;2008;Chubut;26;Sarmiento;26091;150;55;106;;;11;;;;322
200926091;2009;Chubut;26;Sarmiento;26091;186;55;106;30;;11;;;;388
201026091;2010;Chubut;26;Sarmiento;26091;125;20;;;30;30;4;;;209
201126091;2011;Chubut;26;Sarmiento;26091;97;20;;;5;;3;;;125
201226091;2012;Chubut;26;Sarmiento;26091;86;;;;48;53;3;;;190
201326091;2013;Chubut;26;Sarmiento;26091;138;51;;6;2;12;;;;209
201426091;2014;Chubut;26;Sarmiento;26091;128;47;;6;16;23;6;;;226
201526091;2015;Chubut;26;Sarmiento;26091;60;14;;;;13;2;;;89
201626091;2016;Chubut;26;Sarmiento;26091;60;21;;;;13;2;;;96
201726091;2017;Chubut;26;Sarmiento;26091;58;13;;;;15;2;;;88
201826091;2018;Chubut;26;Sarmiento;26091;4;;;;;1;1;;;6
201926091;2019;Chubut;26;Sarmiento;26091;4;1;;;;;1;;;6
200914007;2009;Cordoba;14;Calamuchita;14007;3;;;;1;1;1;;;6
201014007;2010;Cordoba;14;Calamuchita;14007;4;1;;;2;;1;;;8
201114007;2011;Cordoba;14;Calamuchita;14007;3;1;;1;;;;;;5
201214007;2012;Cordoba;14;Calamuchita;14007;2;;;;2;;1;;;5
201314007;2013;Cordoba;14;Calamuchita;14007;3;;;;;2;1;;;6
200814021;2008;Cordoba;14;Colon;14021;418;118;2;;5;135;2;;;680
200914021;2009;Cordoba;14;Colon;14021;479;148;;;39;;;;;666
201014021;2010;Cordoba;14;Colon;14021;369;130;;5;;156;;;;660
201114021;2011;Cordoba;14;Colon;14021;251;152;;;;162;;;;565
201214021;2012;Cordoba;14;Colon;14021;;23;;;5;145;;;;173
200814028;2008;Cordoba;14;Cruz del Eje;14028;350;52;4;;61;66;14;;;547
200914028;2009;Cordoba;14;Cruz del Eje;14028;198;91;;;22;36;8;;;355
201014028;2010;Cordoba;14;Cruz del Eje;14028;138;115;;;;;4;;;257
201114028;2011;Cordoba;14;Cruz del Eje;14028;85;37;;2;5;20;1;;;150
201214028;2012;Cordoba;14;Cruz del Eje;14028;90;24;;20;3;6;2;;;145
201314028;2013;Cordoba;14;Cruz del Eje;14028;46;6;;12;30;25;2;;;121
201414028;2014;Cordoba;14;Cruz del Eje;14028;123;25;;;12;24;3;;;187
201514028;2015;Cordoba;14;Cruz del Eje;14028;122;49;;11;5;10;3;;1;201
201614028;2016;Cordoba;14;Cruz del Eje;14028;88;38;;;4;11;3;;1;145
201714028;2017;Cordoba;14;Cruz del Eje;14028;94;24;;;;9;2;;;129
201814028;2018;Cordoba;14;Cruz del Eje;14028;78;22;;;;16;2;;;118
201914028;2019;Cordoba;14;Cruz del Eje;14028;108;12;;6;5;6;2;;;139
200814035;2008;Cordoba;14;General Roca;14035;12202;4452;121;1641;189;2713;224;;;24332
200914035;2009;Cordoba;14;General Roca;14035;1128;4871;775;816;1864;2698;264;;;22568
201014035;2010;Cordoba;14;General Roca;14035;1265;5072;454;730;1857;2738;217;;;23718
201114035;2011;Cordoba;14;General Roca;14035;10927;5282;478;1286;1524;2295;237;4;;22033
201214035;2012;Cordoba;14;General Roca;14035;10999;5719;1082;838;1567;2799;235;;;23239
201314035;2013;Cordoba;14;General Roca;14035;1169;5563;515;1175;2527;3235;210;;;24915
201414035;2014;Cordoba;14;General Roca;14035;10376;4731;160;830;2131;3106;157;;12;21503
201514035;2015;Cordoba;14;General Roca;14035;10697;4772;326;1014;1843;2739;161;;52;21604
201614035;2016;Cordoba;14;General Roca;14035;10484;4171;422;774;1992;2957;211;;43;21054
201714035;2017;Cordoba;14;General Roca;14035;10244;4126;398;722;1884;2774;180;;67;20395
201814035;2018;Cordoba;14;General Roca;14035;9959;3823;384;819;1675;2702;176;64;;19602
201914035;2019;Cordoba;14;General Roca;14035;81;3106;181;602;1525;247;175;17;24;162
200814042;2008;Cordoba;14;General San Martin;14042;97691;40764;2447;6816;11605;2283;1798;;;183951
200914042;2009;Cordoba;14;General San Martin;14042;103315;42179;214;6757;12504;24492;1955;7;;193349
201014042;2010;Cordoba;14;General San Martin;14042;102944;43249;1352;5248;10764;24049;1882;6;;189494
201114042;2011;Cordoba;14;General San Martin;14042;96585;43449;919;4838;11275;22021;1733;6;;180826
201214042;2012;Cordoba;14;General San Martin;14042;956;39975;707;4209;11802;25775;1579;;;179647
201314042;2013;Cordoba;14;General San Martin;14042;100493;42897;1019;4942;11129;21711;1479;159;;183829
201414042;2014;Cordoba;14;General San Martin;14042;103524;43139;970;4408;12052;24553;1425;;172;190243
201514042;2015;Cordoba;14;General San Martin;14042;92948;41866;663;2817;10946;25888;1466;;250;176844
201614042;2016;Cordoba;14;General San Martin;14042;95298;42299;531;2794;11237;24409;1448;;402;178418
201714042;2017;Cordoba;14;General San Martin;14042;94013;41327;601;2272;10688;208;1432;;333;171466
201814042;2018;Cordoba;14;General San Martin;14042;96495;41407;653;3656;1166;22771;1462;439;;178543
201914042;2019;Cordoba;14;General San Martin;14042;96321;40827;609;3791;10383;20271;1419;;467;174088
200814049;2008;Cordoba;14;Ischilin;14049;295;113;;18;63;59;8;;;556
200914049;2009;Cordoba;14;Ischilin;14049;271;93;;3;86;72;9;;;534
201014049;2010;Cordoba;14;Ischilin;14049;285;124;;34;51;55;9;;;558
201114049;2011;Cordoba;14;Ischilin;14049;232;48;;1;42;88;5;;;416
201214049;2012;Cordoba;14;Ischilin;14049;629;301;;12;36;66;19;;;1063
201314049;2013;Cordoba;14;Ischilin;14049;629;259;;3;43;187;19;;;114
201414049;2014;Cordoba;14;Ischilin;14049;667;179;;;27;115;24;;;1012
201514049;2015;Cordoba;14;Ischilin;14049;50;11;;8;12;13;2;;;96
200814056;2008;Cordoba;14;Juarez Celman;14056;31801;12259;916;1832;2986;7133;412;;;57339
200914056;2009;Cordoba;14;Juarez Celman;14056;34322;13954;872;1767;3699;7728;489;;;62831
201014056;2010;Cordoba;14;Juarez Celman;14056;32099;13142;284;1202;3509;846;423;1;;5912
201114056;2011;Cordoba;14;Juarez Celman;14056;31153;13654;577;1931;3356;7936;391;;;58998
201214056;2012;Cordoba;14;Juarez Celman;14056;30001;12706;156;1812;3413;8507;468;;;57063
201314056;2013;Cordoba;14;Juarez Celman;14056;31581;12011;547;1609;4982;9247;525;2;;60504
201414056;2014;Cordoba;14;Juarez Celman;14056;30025;14084;300;1863;3997;8909;466;;53;59697
201514056;2015;Cordoba;14;Juarez Celman;14056;28937;15354;312;1744;4133;87;384;;38;59602
201614056;2016;Cordoba;14;Juarez Celman;14056;28807;16117;513;144;4606;8215;487;;45;6023
201714056;2017;Cordoba;14;Juarez Celman;14056;29153;15086;229;1994;4875;806;535;;10;59942
201814056;2018;Cordoba;14;Juarez Celman;14056;30725;14927;607;2158;4836;8411;614;35;;62313
201914056;2019;Cordoba;14;Juarez Celman;14056;28526;14203;275;2208;3885;7283;466;;33;56879
200814063;2008;Cordoba;14;Marcos Juarez;14063;13666;3367;1881;1405;1453;2381;122;1;;24276
200914063;2009;Cordoba;14;Marcos Juarez;14063;12485;5452;1421;922;1484;321;181;;;25155
201014063;2010;Cordoba;14;Marcos Juarez;14063;13199;5397;1114;494;1599;3473;186;;;25462
201114063;2011;Cordoba;14;Marcos Juarez;14063;1313;7406;971;1245;1538;3411;153;21;;27875
201214063;2012;Cordoba;14;Marcos Juarez;14063;14029;6775;793;654;2261;4377;161;;;2905
201314063;2013;Cordoba;14;Marcos Juarez;14063;14072;5979;2238;2555;2192;4928;203;;;32167
201414063;2014;Cordoba;14;Marcos Juarez;14063;12242;6718;1092;3386;1894;3861;196;;31;2942
201514063;2015;Cordoba;14;Marcos Juarez;14063;11808;6102;2186;2362;1836;3367;150;;14;27825
201614063;2016;Cordoba;14;Marcos Juarez;14063;12255;5893;1422;4523;2129;4352;155;;12;30741
201714063;2017;Cordoba;14;Marcos Juarez;14063;10891;4963;1488;2669;246;4019;155;;20;26665
201814063;2018;Cordoba;14;Marcos Juarez;14063;10385;5443;1758;205;1452;3335;170;42;;24635
201914063;2019;Cordoba;14;Marcos Juarez;14063;11273;5563;2361;1337;1781;2868;162;;23;25368
200814084;2008;Cordoba;14;Presidente Roque Saenz Peña;14084;19567;7812;846;956;2657;4642;317;;;36797
200914084;2009;Cordoba;14;Presidente Roque Saenz Peña;14084;20827;9169;525;1477;2925;4667;333;;;39923
201014084;2010;Cordoba;14;Presidente Roque Saenz Peña;14084;18659;7501;244;734;1977;407;295;;;3348
201114084;2011;Cordoba;14;Presidente Roque Saenz Peña;14084;16609;11479;252;1023;234;422;256;8;;36187
201214084;2012;Cordoba;14;Presidente Roque Saenz Peña;14084;1859;8787;126;504;2344;5013;258;;;35622
201314084;2013;Cordoba;14;Presidente Roque Saenz Peña;14084;19759;9046;158;749;342;5039;308;17;;38496
201414084;2014;Cordoba;14;Presidente Roque Saenz Peña;14084;18028;1099;236;1054;276;5208;270;;39;38585
201514084;2015;Cordoba;14;Presidente Roque Saenz Peña;14084;18066;10414;128;793;2903;4967;248;;72;37591
201614084;2016;Cordoba;14;Presidente Roque Saenz Peña;14084;18058;9407;100;1004;3687;5715;250;;70;38291
201714084;2017;Cordoba;14;Presidente Roque Saenz Peña;14084;17276;9021;391;1072;32;546;253;;68;36741
201814084;2018;Cordoba;14;Presidente Roque Saenz Peña;14084;16221;9454;385;922;2613;4405;259;50;;34309
201914084;2019;Cordoba;14;Presidente Roque Saenz Peña;14084;14702;8509;488;824;2519;4485;253;;70;3185
200814098;2008;Cordoba;14;Rio Cuarto;14098;25742;9734;1687;2556;4054;5305;369;;;49447
200914098;2009;Cordoba;14;Rio Cuarto;14098;26513;10485;1985;2516;4648;578;344;;;52271
201014098;2010;Cordoba;14;Rio Cuarto;14098;33793;13399;1822;2299;5099;7676;416;;;64504
201114098;2011;Cordoba;14;Rio Cuarto;14098;27541;12812;955;1924;4639;671;359;;;5494
201214098;2012;Cordoba;14;Rio Cuarto;14098;28051;13668;922;2005;5132;6987;376;5;;57146
201314098;2013;Cordoba;14;Rio Cuarto;14098;34228;14299;103;2532;5428;7824;446;;;65787
201414098;2014;Cordoba;14;Rio Cuarto;14098;33662;14487;1461;2448;5093;8462;459;;21;66093
201514098;2015;Cordoba;14;Rio Cuarto;14098;32783;13747;842;1815;4979;9156;452;;59;63833
201614098;2016;Cordoba;14;Rio Cuarto;14098;34108;1441;968;2266;5133;9625;416;;64;6699
201714098;2017;Cordoba;14;Rio Cuarto;14098;32883;15509;743;266;4974;8361;461;;61;65652
201814098;2018;Cordoba;14;Rio Cuarto;14098;33653;15209;136;1765;4426;8852;490;72;3;6583
201914098;2019;Cordoba;14;Rio Cuarto;14098;32262;14492;371;1848;4636;8747;431;;75;62862
200814105;2008;Cordoba;14;Rio Primero;14105;25611;8604;666;2762;4246;578;533;;;48202
200914105;2009;Cordoba;14;Rio Primero;14105;25664;9144;670;2197;4899;6345;544;;;49463
201014105;2010;Cordoba;14;Rio Primero;14105;23804;8978;182;1966;4379;6441;533;;;46283
201114105;2011;Cordoba;14;Rio Primero;14105;2136;9236;162;1638;3961;6206;373;;;42936
201214105;2012;Cordoba;14;Rio Primero;14105;21186;8901;114;1232;3839;5853;346;;;41471
201314105;2013;Cordoba;14;Rio Primero;14105;21767;879;213;187;3863;5774;414;;;42691
201414105;2014;Cordoba;14;Rio Primero;14105;19935;8342;250;1429;3696;5772;331;;3;39758
201514105;2015;Cordoba;14;Rio Primero;14105;18774;9018;185;1334;3334;5837;297;;41;3882
201614105;2016;Cordoba;14;Rio Primero;14105;20651;8656;249;1154;3466;5475;333;;10;39994
201714105;2017;Cordoba;14;Rio Primero;14105;20286;8433;133;1483;3187;5483;348;1;68;39422
201814105;2018;Cordoba;14;Rio Primero;14105;21224;9048;164;2253;3382;5686;378;41;1;42177
201914105;2019;Cordoba;14;Rio Primero;14105;20783;8728;266;1589;3165;519;386;;25;40132
200814119;2008;Cordoba;14;Rio Segundo;14119;30772;12138;660;2452;4076;7682;708;;;58488
200914119;2009;Cordoba;14;Rio Segundo;14119;31113;11738;705;2157;4126;8023;678;4;;58544
201014119;2010;Cordoba;14;Rio Segundo;14119;28133;11883;540;1814;3653;7197;595;7;;53822
201114119;2011;Cordoba;14;Rio Segundo;14119;29159;12464;284;1836;4528;8292;528;;;57091
201214119;2012;Cordoba;14;Rio Segundo;14119;24417;11102;291;1789;3676;8759;415;;;50449
201314119;2013;Cordoba;14;Rio Segundo;14119;27157;123;383;1762;4818;7857;467;;;54744
201414119;2014;Cordoba;14;Rio Segundo;14119;29149;12349;219;1141;5078;9913;518;;79;58446
201514119;2015;Cordoba;14;Rio Segundo;14119;2619;1175;541;1078;435;10041;401;;211;54562
201614119;2016;Cordoba;14;Rio Segundo;14119;27008;11355;439;1805;4101;9608;464;;220;55
201714119;2017;Cordoba;14;Rio Segundo;14119;27308;12134;495;2036;4006;8907;513;;136;55535
201814119;2018;Cordoba;14;Rio Segundo;14119;28095;12346;511;1896;4846;9396;468;157;;57715
201914119;2019;Cordoba;14;Rio Segundo;14119;27035;11544;307;1828;4156;9145;487;;168;5467
200814126;2008;Cordoba;14;San Alberto;14126;23;17;17;;;3;1;;;61
200814133;2008;Cordoba;14;San Javier;14133;463;61;22;14;77;83;21;;;741
201314133;2013;Cordoba;14;San Javier;14133;10;4;;;5;5;;;;24
201414133;2014;Cordoba;14;San Javier;14133;22;16;;2;7;2;1;;;50
201514133;2015;Cordoba;14;San Javier;14133;26;7;1;4;11;4;1;;;54
201614133;2016;Cordoba;14;San Javier;14133;21;30;;;13;5;3;;;72
201714133;2017;Cordoba;14;San Javier;14133;165;;;;28;26;6;;;225
201814133;2018;Cordoba;14;San Javier;14133;133;3;;;10;4;2;;;152
201914133;2019;Cordoba;14;San Javier;14133;16;;;;18;14;3;;;51
200814140;2008;Cordoba;14;San Justo;14140;28302;91006;11505;25951;51417;75398;642;12;;544729
200914140;2009;Cordoba;14;San Justo;14140;278191;95553;10473;26072;51604;76557;5933;2;;544385
201014140;2010;Cordoba;14;San Justo;14140;257433;8939;7221;18935;44959;74432;5439;;;497809
201114140;2011;Cordoba;14;San Justo;14140;245948;89524;7528;21509;46254;73421;4775;3;;488962
201214140;2012;Cordoba;14;San Justo;14140;234968;8558;6468;16911;43463;77412;4289;;;469091
201314140;2013;Cordoba;14;San Justo;14140;245621;84308;5702;1856;44818;75884;4726;30;;479649
201414140;2014;Cordoba;14;San Justo;14140;234615;80272;4841;17244;42654;78989;415;;561;463326
201514140;2015;Cordoba;14;San Justo;14140;228193;78007;3313;13918;38763;75234;3913;;698;442039
201614140;2016;Cordoba;14;San Justo;14140;229541;8218;4013;16927;40609;75741;4225;;610;453846
201714140;2017;Cordoba;14;San Justo;14140;222932;74532;3655;15212;37174;6981;4226;20;538;428099
201814140;2018;Cordoba;14;San Justo;14140;230304;77484;3953;17195;39459;7438;4286;729;;44779
201914140;2019;Cordoba;14;San Justo;14140;218211;7596;3222;16874;3841;71336;4092;3;701;428809
200814147;2008;Cordoba;14;Santa Maria;14147;693;313;;41;154;163;189;;;1553
200914147;2009;Cordoba;14;Santa Maria;14147;476;338;;9;168;187;142;;;132
201014147;2010;Cordoba;14;Santa Maria;14147;296;86;1;;84;266;48;;;781
201114147;2011;Cordoba;14;Santa Maria;14147;51;24;;;7;12;9;;;103
201214147;2012;Cordoba;14;Santa Maria;14147;7;3;;;2;1;1;;;14
201314147;2013;Cordoba;14;Santa Maria;14147;49;17;;;5;5;2;;;78
201414147;2014;Cordoba;14;Santa Maria;14147;160;9;1;1;11;15;2;;;199
201514147;2015;Cordoba;14;Santa Maria;14147;144;41;;;50;21;3;;14;273
201614147;2016;Cordoba;14;Santa Maria;14147;180;18;;13;50;54;12;;;327
201714147;2017;Cordoba;14;Santa Maria;14147;127;78;;;38;43;1;;20;307
201814147;2018;Cordoba;14;Santa Maria;14147;146;48;;15;42;80;2;5;;338
201914147;2019;Cordoba;14;Santa Maria;14147;145;74;;;31;42;1;;12;305
200814161;2008;Cordoba;14;Tercero Arriba;14161;20841;7833;743;982;2639;4712;495;;;38245
200914161;2009;Cordoba;14;Tercero Arriba;14161;22479;8761;534;1186;3078;4694;511;;;41243
201014161;2010;Cordoba;14;Tercero Arriba;14161;21369;9499;392;859;2439;447;480;;;39508
201114161;2011;Cordoba;14;Tercero Arriba;14161;19242;7926;229;680;2713;5253;377;;;3642
201214161;2012;Cordoba;14;Tercero Arriba;14161;18318;7376;100;605;2155;5245;394;;;34193
201314161;2013;Cordoba;14;Tercero Arriba;14161;20857;7791;251;608;2455;4927;476;;;37365
201414161;2014;Cordoba;14;Tercero Arriba;14161;20578;7368;81;540;2601;5623;455;;1;37247
201514161;2015;Cordoba;14;Tercero Arriba;14161;19746;7579;116;466;2388;5294;336;;40;35965
201614161;2016;Cordoba;14;Tercero Arriba;14161;19;734;156;296;2518;5492;375;;58;35235
201714161;2017;Cordoba;14;Tercero Arriba;14161;18092;7391;138;484;2303;5471;465;;11;34355
201814161;2018;Cordoba;14;Tercero Arriba;14161;20002;8396;106;724;2815;6069;505;13;;3863
201914161;2019;Cordoba;14;Tercero Arriba;14161;19664;7287;142;461;287;6317;508;;10;37259
200814168;2008;Cordoba;14;Totoral;14168;93;114;;;6;15;3;;;231
200914168;2009;Cordoba;14;Totoral;14168;146;101;;10;2;16;3;;;278
201014168;2010;Cordoba;14;Totoral;14168;185;95;1;1;1;28;3;;;314
201114168;2011;Cordoba;14;Totoral;14168;173;104;;;;37;3;;;317
201214168;2012;Cordoba;14;Totoral;14168;213;92;;11;;43;3;;;362
201314168;2013;Cordoba;14;Totoral;14168;285;96;;;7;53;1;;;442
201814168;2018;Cordoba;14;Totoral;14168;200;53;;;;53;1;;;307
201914168;2019;Cordoba;14;Totoral;14168;224;91;;;;6;1;;3;325
200814182;2008;Cordoba;14;Union;14182;79457;36345;194;4435;9641;18457;994;3;;151272
200914182;2009;Cordoba;14;Union;14182;77999;35004;1393;4886;9405;20577;1166;;;15043
201014182;2010;Cordoba;14;Union;14182;7519;35989;1482;4072;9072;19506;1116;;;146427
201114182;2011;Cordoba;14;Union;14182;718;37828;939;3982;9129;18577;957;84;;143296
201214182;2012;Cordoba;14;Union;14182;68961;34481;783;378;901;21492;917;5;;139429
201314182;2013;Cordoba;14;Union;14182;75076;33006;1029;4479;9615;20512;1237;16;;14497
201414182;2014;Cordoba;14;Union;14182;74334;34126;835;4297;8845;2091;1139;;249;144735
201514182;2015;Cordoba;14;Union;14182;67965;32414;746;2918;8344;21886;1005;;351;135629
201614182;2016;Cordoba;14;Union;14182;68711;36032;791;3049;8297;21035;1205;;220;13934
201714182;2017;Cordoba;14;Union;14182;65626;32454;709;4133;9178;2037;1118;;439;134027
201814182;2018;Cordoba;14;Union;14182;66846;32144;839;4064;9188;21929;1396;659;;137065
201914182;2019;Cordoba;14;Union;14182;64335;30293;641;4194;8051;21662;1351;;578;131105
200818021;2008;Corrientes;18;Capital;18021;43;29;;14;3;1;1;;;91
200918021;2009;Corrientes;18;Capital;18021;51;19;5;12;12;10;4;;;113
201018021;2010;Corrientes;18;Capital;18021;62;9;2;4;10;4;1;;;92
201118021;2011;Corrientes;18;Capital;18021;26;15;;28;5;16;1;;;91
201218021;2012;Corrientes;18;Capital;18021;29;12;32;37;10;5;1;;;126
201318021;2013;Corrientes;18;Capital;18021;26;6;;12;9;6;2;;;61
201418021;2014;Corrientes;18;Capital;18021;26;6;4;10;5;8;3;;;62
201518021;2015;Corrientes;18;Capital;18021;63;46;31;19;13;16;14;;;202
201618021;2016;Corrientes;18;Capital;18021;92;61;17;11;21;6;3;;;211
201718021;2017;Corrientes;18;Capital;18021;52;37;;23;3;10;3;;;128
201818021;2018;Corrientes;18;Capital;18021;64;10;;;9;10;1;;;94
201918021;2019;Corrientes;18;Capital;18021;45;3;;;2;6;1;;;57
201018035;2010;Corrientes;18;Curuzu Cuatia;18035;14;1;;;;;;;;15
201118035;2011;Corrientes;18;Curuzu Cuatia;18035;47;14;;4;5;9;2;;;81
201218035;2012;Corrientes;18;Curuzu Cuatia;18035;39;17;2;;19;13;2;;;92
201318035;2013;Corrientes;18;Curuzu Cuatia;18035;43;7;;;5;23;2;;;80
200818049;2008;Corrientes;18;Esquina;18049;4;4;;;1;1;;;;10
200918070;2009;Corrientes;18;Goya;18070;5;;;;;4;;;;9
201018070;2010;Corrientes;18;Goya;18070;12;1;;;2;7;;;;22
201118070;2011;Corrientes;18;Goya;18070;22;15;;2;4;8;;;;51
201218070;2012;Corrientes;18;Goya;18070;30;19;3;2;8;16;;;;78
201318070;2013;Corrientes;18;Goya;18070;31;24;;5;8;17;;;;85
200918161;2009;Corrientes;18;San Roque;18161;2;;;;1;;;;;3
201018161;2010;Corrientes;18;San Roque;18161;2;;;;1;1;;;;4
201118161;2011;Corrientes;18;San Roque;18161;2;;;;1;;;;;3
201218161;2012;Corrientes;18;San Roque;18161;3;;;;2;;;;;5
201318161;2013;Corrientes;18;San Roque;18161;3;;;;;2;;;;5
200830008;2008;Entre Rios;30;Colon;30008;3697;1956;42;301;511;777;45;;;7329
200930008;2009;Entre Rios;30;Colon;30008;3752;1748;163;108;531;714;36;;;7052
201030008;2010;Entre Rios;30;Colon;30008;3688;2002;55;164;304;1132;36;;;7381
201130008;2011;Entre Rios;30;Colon;30008;3947;194;58;175;452;114;31;;;7743
201230008;2012;Entre Rios;30;Colon;30008;4537;2026;45;142;197;1234;55;;;8236
201330008;2013;Entre Rios;30;Colon;30008;4793;206;27;253;413;1369;64;;;8979
201430008;2014;Entre Rios;30;Colon;30008;4932;2151;200;224;342;1377;51;;25;9302
201530008;2015;Entre Rios;30;Colon;30008;5111;2189;111;189;499;1466;65;;5;9635
201630008;2016;Entre Rios;30;Colon;30008;4998;2344;50;298;570;1486;62;;1;9809
201730008;2017;Entre Rios;30;Colon;30008;5369;2056;140;157;551;1763;65;;11;10112
201830008;2018;Entre Rios;30;Colon;30008;5419;256;195;322;638;1767;37;3;;10941
201930008;2019;Entre Rios;30;Colon;30008;4841;2018;62;529;358;177;12;;2;9592
201830015;2018;Entre Rios;30;Concordia;30015;250;61;;7;15;46;9;1;;389
201930015;2019;Entre Rios;30;Concordia;30015;72;19;3;6;12;19;3;;;134
200830021;2008;Entre Rios;30;Diamante;30021;3815;1877;79;304;487;695;81;;;7338
200930021;2009;Entre Rios;30;Diamante;30021;4002;1734;76;205;605;951;89;;;7662
201030021;2010;Entre Rios;30;Diamante;30021;4415;165;251;310;969;1069;96;;;876
201130021;2011;Entre Rios;30;Diamante;30021;4736;1519;87;360;823;980;89;;;8594
201230021;2012;Entre Rios;30;Diamante;30021;4483;165;109;327;743;104;80;;;8432
201330021;2013;Entre Rios;30;Diamante;30021;4751;2003;112;490;625;917;79;;;8977
201430021;2014;Entre Rios;30;Diamante;30021;6331;2559;132;381;803;1374;99;;7;11686
201530021;2015;Entre Rios;30;Diamante;30021;8041;3277;103;377;753;1537;125;;32;14245
201630021;2016;Entre Rios;30;Diamante;30021;8016;3929;111;632;1075;2156;117;;56;16092
201730021;2017;Entre Rios;30;Diamante;30021;8413;392;123;742;1068;2309;114;;23;16712
201830021;2018;Entre Rios;30;Diamante;30021;9616;4513;146;593;971;2504;119;15;;18477
201930021;2019;Entre Rios;30;Diamante;30021;931;4266;152;747;1109;2739;96;;24;18443
200830035;2008;Entre Rios;30;Federal;30035;219;70;16;28;45;60;7;;;445
200930035;2009;Entre Rios;30;Federal;30035;230;65;20;40;83;82;7;;;527
201030035;2010;Entre Rios;30;Federal;30035;194;68;19;21;64;62;8;;;436
201130035;2011;Entre Rios;30;Federal;30035;103;84;12;20;52;53;6;;;330
201230035;2012;Entre Rios;30;Federal;30035;229;46;28;60;48;68;6;;;485
201330035;2013;Entre Rios;30;Federal;30035;199;80;7;30;72;58;8;;;454
200830042;2008;Entre Rios;30;Feliciano;30042;14;;;;;4;2;;;20
200930042;2009;Entre Rios;30;Feliciano;30042;12;8;;1;2;3;1;;;27
201030042;2010;Entre Rios;30;Feliciano;30042;2;11;;;3;5;;;;21
201130042;2011;Entre Rios;30;Feliciano;30042;18;3;;;6;8;1;;;36
