id;anio;provincia;provincia_id;departamento;departamento_id;vacas;vaquillonas;novillos;novillitos;terneros;terneras;toros;bueyes;toritos;total_cabezas
20186392;2018;Buenos Aires;6;General Villegas;6392;16826;7563;478;778;3315;5215;206;38;;34419
20196392;2019;Buenos Aires;6;General Villegas;6392;16938;7737;650;885;2925;5141;194;;54;34524
20086014;2008;Buenos Aires;6;Adolfo Gonzales Chaves;6014;477;3;1;;82;159;3;;;725
20096014;2009;Buenos Aires;6;Adolfo Gonzales Chaves;6014;391;121;1;;157;147;10;;;827
20106014;2010;Buenos Aires;6;Adolfo Gonzales Chaves;6014;353;200;;14;53;156;5;;;781
20116014;2011;Buenos Aires;6;Adolfo Gonzales Chaves;6014;325;316;;;59;80;2;;;782
20126014;2012;Buenos Aires;6;Adolfo Gonzales Chaves;6014;330;245;;2;124;284;7;;;992
20136014;2013;Buenos Aires;6;Adolfo Gonzales Chaves;6014;900;345;1;45;284;178;14;;;1767
20146014;2014;Buenos Aires;6;Adolfo Gonzales Chaves;6014;871;360;50;86;172;255;20;;;1814
20156014;2015;Buenos Aires;6;Adolfo Gonzales Chaves;6014;941;292;46;133;171;173;19;;;1775
20166014;2016;Buenos Aires;6;Adolfo Gonzales Chaves;6014;836;312;85;97;95;144;19;;47;1635
20176014;2017;Buenos Aires;6;Adolfo Gonzales Chaves;6014;809;261;170;;138;179;25;;;1582
20186014;2018;Buenos Aires;6;Adolfo Gonzales Chaves;6014;818;177;167;;202;224;26;;;1614
20196014;2019;Buenos Aires;6;Adolfo Gonzales Chaves;6014;641;182;;253;85;212;17;;;139
20086399;2008;Buenos Aires;6;Guamini;6399;8808;3259;406;385;858;163;106;;;15452
20096399;2009;Buenos Aires;6;Guamini;6399;7986;3122;352;292;1061;1897;130;;;1484
20106399;2010;Buenos Aires;6;Guamini;6399;8091;3408;165;520;867;2084;100;;;15235
20116399;2011;Buenos Aires;6;Guamini;6399;7887;3259;251;531;1186;225;116;;;1548
20126399;2012;Buenos Aires;6;Guamini;6399;7624;3368;159;502;1422;1991;134;;;152
20136399;2013;Buenos Aires;6;Guamini;6399;7769;3183;325;683;1446;2267;119;3;;15795
20146399;2014;Buenos Aires;6;Guamini;6399;7734;328;117;461;1024;1765;86;;7;14474
20156399;2015;Buenos Aires;6;Guamini;6399;764;2719;121;108;1222;2298;119;;76;14303
20166399;2016;Buenos Aires;6;Guamini;6399;7744;2539;248;195;1361;248;120;;36;14723
20176399;2017;Buenos Aires;6;Guamini;6399;675;2605;146;420;1593;2149;140;;1;13804
20186399;2018;Buenos Aires;6;Guamini;6399;6227;2783;82;565;1261;2057;79;10;;13064
20196399;2019;Buenos Aires;6;Guamini;6399;5261;2303;141;251;1313;1744;49;;6;11068
20086406;2008;Buenos Aires;6;Hipolito Yrigoyen;6406;8722;3534;352;286;1702;2437;187;;;1722
20096406;2009;Buenos Aires;6;Hipolito Yrigoyen;6406;8292;2948;330;416;1199;2699;265;;;16149
20106406;2010;Buenos Aires;6;Hipolito Yrigoyen;6406;6731;3763;212;3;1022;2101;273;;;14105
20116406;2011;Buenos Aires;6;Hipolito Yrigoyen;6406;7445;3605;153;215;852;2205;157;;;14632
20126406;2012;Buenos Aires;6;Hipolito Yrigoyen;6406;7193;4521;75;463;813;2278;173;;;15516
20136406;2013;Buenos Aires;6;Hipolito Yrigoyen;6406;6674;3898;54;381;1259;2364;182;;;14812
20146406;2014;Buenos Aires;6;Hipolito Yrigoyen;6406;7148;3155;179;93;156;2504;122;;;14761
20156406;2015;Buenos Aires;6;Hipolito Yrigoyen;6406;707;3603;90;43;1289;2246;126;;42;14509
20166406;2016;Buenos Aires;6;Hipolito Yrigoyen;6406;6867;3563;80;847;1059;2245;103;;;14764
20176406;2017;Buenos Aires;6;Hipolito Yrigoyen;6406;8407;3255;147;169;1588;3109;92;;2;16769
20186406;2018;Buenos Aires;6;Hipolito Yrigoyen;6406;6981;4127;97;532;1544;3284;111;68;;16744
20196406;2019;Buenos Aires;6;Hipolito Yrigoyen;6406;6596;3356;204;156;1132;303;119;;21;14614
20086413;2008;Buenos Aires;6;Junin;6413;4148;1619;36;181;774;1387;67;;;8212
20096413;2009;Buenos Aires;6;Junin;6413;4541;1977;11;195;468;1365;53;;;861
20106413;2010;Buenos Aires;6;Junin;6413;389;1668;;47;1243;514;49;;;7411
20116413;2011;Buenos Aires;6;Junin;6413;3392;1532;;65;544;1131;47;;;6711
20126413;2012;Buenos Aires;6;Junin;6413;3506;1679;;14;645;1027;39;;;691
20136413;2013;Buenos Aires;6;Junin;6413;3654;1159;;55;162;1482;32;;;6544
20146413;2014;Buenos Aires;6;Junin;6413;3512;122;;185;434;127;51;;;6672
20156413;2015;Buenos Aires;6;Junin;6413;3426;1611;59;342;232;947;31;;;6648
20166413;2016;Buenos Aires;6;Junin;6413;2862;128;;143;536;1101;32;;;5954
20176413;2017;Buenos Aires;6;Junin;6413;2613;105;9;132;494;1363;37;;;5698
20186413;2018;Buenos Aires;6;Junin;6413;2392;782;;194;246;689;35;1;;4339
20196413;2019;Buenos Aires;6;Junin;6413;1668;507;;125;333;661;18;;;3312
20086427;2008;Buenos Aires;6;La Matanza;6427;5;3;;;;1;1;;;10
20096427;2009;Buenos Aires;6;La Matanza;6427;29;;;;9;8;1;;;47
20106427;2010;Buenos Aires;6;La Matanza;6427;21;6;;;1;;1;;;29
20116427;2011;Buenos Aires;6;La Matanza;6427;16;2;;;1;;1;;;20
20126427;2012;Buenos Aires;6;La Matanza;6427;16;2;;;1;;1;;;20
20166427;2016;Buenos Aires;6;La Matanza;6427;285;131;5;;35;55;3;;;514
20176427;2017;Buenos Aires;6;La Matanza;6427;229;118;10;;12;45;4;;;418
20186427;2018;Buenos Aires;6;La Matanza;6427;197;78;;28;62;65;4;;;434
20196427;2019;Buenos Aires;6;La Matanza;6427;191;64;;;22;36;1;;;314
20086441;2008;Buenos Aires;6;La Plata;6441;3088;1182;161;204;447;806;74;;;5962
20096441;2009;Buenos Aires;6;La Plata;6441;2797;1079;86;103;406;1075;61;;;5607
20106441;2010;Buenos Aires;6;La Plata;6441;2874;1089;22;47;403;981;73;;;5489
20116441;2011;Buenos Aires;6;La Plata;6441;2712;927;4;34;486;1096;73;;;5332
20126441;2012;Buenos Aires;6;La Plata;6441;2506;938;7;47;276;754;50;;;4578
20136441;2013;Buenos Aires;6;La Plata;6441;2629;923;41;20;352;976;74;;;5015
20146441;2014;Buenos Aires;6;La Plata;6441;2638;1236;;79;353;924;69;;;5299
20156441;2015;Buenos Aires;6;La Plata;6441;2423;1064;33;26;271;832;46;;;4695
20166441;2016;Buenos Aires;6;La Plata;6441;234;1167;;69;252;828;70;;;4726
20176441;2017;Buenos Aires;6;La Plata;6441;2343;793;13;12;408;674;58;;2;4303
20186441;2018;Buenos Aires;6;La Plata;6441;2077;795;1;31;266;522;51;36;;3779
20196441;2019;Buenos Aires;6;La Plata;6441;1927;544;12;22;260;627;38;;15;3445
20086448;2008;Buenos Aires;6;Laprida;6448;258;159;177;24;87;90;34;;;829
20096448;2009;Buenos Aires;6;Laprida;6448;516;129;84;245;159;196;90;;;1419
20106448;2010;Buenos Aires;6;Laprida;6448;186;120;117;168;45;47;41;;;724
20086462;2008;Buenos Aires;6;Leandro N Alem;6462;11207;3903;216;1228;1694;2555;161;;;20964
20096462;2009;Buenos Aires;6;Leandro N Alem;6462;10216;3969;273;904;1726;2321;140;;;19549
20106462;2010;Buenos Aires;6;Leandro N Alem;6462;8649;3599;224;297;1018;2072;113;;;15972
20116462;2011;Buenos Aires;6;Leandro N Alem;6462;8604;3372;397;621;1335;2255;165;;;16749
20126462;2012;Buenos Aires;6;Leandro N Alem;6462;8375;333;299;584;1263;1832;90;;;15773
20136462;2013;Buenos Aires;6;Leandro N Alem;6462;8148;2423;10;565;1466;1969;97;;;14678
20146462;2014;Buenos Aires;6;Leandro N Alem;6462;783;2536;27;395;114;1873;67;;;13868
20156462;2015;Buenos Aires;6;Leandro N Alem;6462;685;216;1;241;1089;1683;62;;;12086
20166462;2016;Buenos Aires;6;Leandro N Alem;6462;6369;229;1;196;1023;1477;62;;;11418
20176462;2017;Buenos Aires;6;Leandro N Alem;6462;6149;1928;41;214;875;1361;55;;3;10626
20186462;2018;Buenos Aires;6;Leandro N Alem;6462;5594;1705;12;218;815;1207;63;5;;9619
20196462;2019;Buenos Aires;6;Leandro N Alem;6462;4096;1281;25;311;709;949;45;;2;7418
20086469;2008;Buenos Aires;6;Lincoln;6469;27064;8828;876;1121;3389;6726;576;;;4858
20096469;2009;Buenos Aires;6;Lincoln;6469;25308;984;274;1843;375;5214;527;;;46756
20106469;2010;Buenos Aires;6;Lincoln;6469;2339;9488;499;980;3259;5911;386;;;43913
20116469;2011;Buenos Aires;6;Lincoln;6469;23478;9106;436;1121;3043;6735;401;;;4432
20126469;2012;Buenos Aires;6;Lincoln;6469;25415;9107;576;959;4052;8092;381;;;48582
20136469;2013;Buenos Aires;6;Lincoln;6469;25872;973;324;1275;4824;876;425;;;5121
20146469;2014;Buenos Aires;6;Lincoln;6469;21781;9379;402;641;3364;6638;274;;76;42555
20156469;2015;Buenos Aires;6;Lincoln;6469;21732;8629;121;612;2511;5938;239;;58;3984
20166469;2016;Buenos Aires;6;Lincoln;6469;20701;9302;83;398;3059;5663;189;;46;39441
20176469;2017;Buenos Aires;6;Lincoln;6469;21786;8733;112;712;3221;5959;206;;108;40837
20186469;2018;Buenos Aires;6;Lincoln;6469;22823;989;84;829;3616;5961;238;141;;43582
20196469;2019;Buenos Aires;6;Lincoln;6469;21784;9975;492;891;3149;6124;224;;93;42732
20086476;2008;Buenos Aires;6;Loberia;6476;5538;2539;556;494;626;1518;73;;;11344
20096476;2009;Buenos Aires;6;Loberia;6476;5696;3316;649;256;839;1581;124;;;12461
20106476;2010;Buenos Aires;6;Loberia;6476;4094;2688;101;288;461;1263;57;;;8952
20116476;2011;Buenos Aires;6;Loberia;6476;4701;2431;426;445;1062;1652;71;;;10788
20126476;2012;Buenos Aires;6;Loberia;6476;447;2735;560;167;1091;1611;41;;;10675
20136476;2013;Buenos Aires;6;Loberia;6476;5333;2748;42;170;746;1571;72;16;;10698
20146476;2014;Buenos Aires;6;Loberia;6476;5528;283;84;168;571;1602;82;;32;10897
20156476;2015;Buenos Aires;6;Loberia;6476;5396;2326;25;210;690;1319;58;;43;10067
20166476;2016;Buenos Aires;6;Loberia;6476;5773;271;69;223;767;1357;31;;17;10947
20176476;2017;Buenos Aires;6;Loberia;6476;489;2542;162;146;769;1607;33;;12;10161
20186476;2018;Buenos Aires;6;Loberia;6476;4838;2486;198;249;493;1715;41;9;;10029
20196476;2019;Buenos Aires;6;Loberia;6476;4889;2349;152;208;486;1829;28;;15;9956
20086483;2008;Buenos Aires;6;Lobos;6483;14445;5854;371;685;2493;3841;196;;;27885
20096483;2009;Buenos Aires;6;Lobos;6483;14076;5666;192;865;2038;4022;165;;;27024
20106483;2010;Buenos Aires;6;Lobos;6483;13758;4653;244;893;3526;2027;149;;;2525
20116483;2011;Buenos Aires;6;Lobos;6483;13256;4711;181;421;2359;3681;147;;;24756
20126483;2012;Buenos Aires;6;Lobos;6483;13646;5621;143;571;2055;3589;134;;;25759
20136483;2013;Buenos Aires;6;Lobos;6483;13658;4183;156;437;2353;4446;134;;;25367
20146483;2014;Buenos Aires;6;Lobos;6483;13426;4853;60;504;1991;4356;111;;10;25311
20156483;2015;Buenos Aires;6;Lobos;6483;1287;4425;181;486;2028;4003;109;;13;24115
20166483;2016;Buenos Aires;6;Lobos;6483;12641;5206;185;431;2304;4128;123;;12;2503
20176483;2017;Buenos Aires;6;Lobos;6483;1253;5043;160;313;2005;4212;117;;25;24405
20186483;2018;Buenos Aires;6;Lobos;6483;12116;4797;73;405;2089;3937;110;27;;23554
20196483;2019;Buenos Aires;6;Lobos;6483;10287;383;34;495;161;3829;66;;13;20164
20086490;2008;Buenos Aires;6;Lomas de Zamora;6490;107;61;;;13;49;18;;;248
20096490;2009;Buenos Aires;6;Lomas de Zamora;6490;117;37;;;19;85;21;;;279
20106490;2010;Buenos Aires;6;Lomas de Zamora;6490;110;64;;;9;80;18;;;281
20116490;2011;Buenos Aires;6;Lomas de Zamora;6490;121;38;;;13;27;;;;199
20126490;2012;Buenos Aires;6;Lomas de Zamora;6490;154;76;;;23;43;;;;296
20136490;2013;Buenos Aires;6;Lomas de Zamora;6490;125;71;;;13;33;;;;242
20146490;2014;Buenos Aires;6;Lomas de Zamora;6490;97;36;;;21;13;1;;;168
20156490;2015;Buenos Aires;6;Lomas de Zamora;6490;97;16;40;15;17;41;1;;;227
20166490;2016;Buenos Aires;6;Lomas de Zamora;6490;97;85;21;;12;20;1;;;236
20176490;2017;Buenos Aires;6;Lomas de Zamora;6490;85;44;10;9;6;10;1;;;165
20186490;2018;Buenos Aires;6;Lomas de Zamora;6490;123;3;;6;8;18;1;;;159
20196490;2019;Buenos Aires;6;Lomas de Zamora;6490;16;28;;;28;10;;;2;84
20086497;2008;Buenos Aires;6;Lujan;6497;383;1323;66;95;311;1201;91;;;6917
20096497;2009;Buenos Aires;6;Lujan;6497;4062;1688;31;149;345;944;97;;;7316
20106497;2010;Buenos Aires;6;Lujan;6497;3968;1426;29;126;329;1079;88;;;7045
20116497;2011;Buenos Aires;6;Lujan;6497;3831;1267;65;176;501;1092;66;;;6998
20126497;2012;Buenos Aires;6;Lujan;6497;3952;15;68;138;621;1133;95;;;7507
20136497;2013;Buenos Aires;6;Lujan;6497;3355;121;29;142;518;1212;56;;;6522
20146497;2014;Buenos Aires;6;Lujan;6497;362;1314;79;95;520;1167;120;;3;6918
20156497;2015;Buenos Aires;6;Lujan;6497;3612;1381;56;58;494;108;49;;2;6732
20166497;2016;Buenos Aires;6;Lujan;6497;3415;1366;27;111;507;1154;59;;1;664
20176497;2017;Buenos Aires;6;Lujan;6497;3113;1259;27;127;443;832;62;;;5863
20186497;2018;Buenos Aires;6;Lujan;6497;3226;15;3;140;401;1003;31;9;;6313
20196497;2019;Buenos Aires;6;Lujan;6497;3108;129;15;98;357;909;34;;12;5823
20086505;2008;Buenos Aires;6;Magdalena;6505;306;1463;105;237;465;1056;27;;;6413
20096505;2009;Buenos Aires;6;Magdalena;6505;3808;1527;107;254;540;1024;39;;;7299
20106505;2010;Buenos Aires;6;Magdalena;6505;3384;1278;134;261;401;988;30;;;6476
20116505;2011;Buenos Aires;6;Magdalena;6505;4828;1874;252;165;785;1624;83;;;9611
20126505;2012;Buenos Aires;6;Magdalena;6505;4672;1976;53;238;992;1882;100;1;;9914
20136505;2013;Buenos Aires;6;Magdalena;6505;5083;2556;196;427;898;15;85;;;10745
20146505;2014;Buenos Aires;6;Magdalena;6505;4956;1597;74;124;719;1477;80;;19;9046
20156505;2015;Buenos Aires;6;Magdalena;6505;4771;1626;26;193;437;1318;49;;9;8429
20166505;2016;Buenos Aires;6;Magdalena;6505;5117;2337;29;130;476;139;51;;;953
20176505;2017;Buenos Aires;6;Magdalena;6505;5286;176;40;79;426;1361;62;;;9014
20186505;2018;Buenos Aires;6;Magdalena;6505;5788;1959;18;164;631;14;65;15;;1004
20196505;2019;Buenos Aires;6;Magdalena;6505;5074;1757;35;55;436;1231;53;;10;8651
20086518;2008;Buenos Aires;6;Mar Chiquita;6518;2306;1538;;213;707;679;31;;;5474
20096518;2009;Buenos Aires;6;Mar Chiquita;6518;1645;966;;24;221;757;32;;;3645
20106518;2010;Buenos Aires;6;Mar Chiquita;6518;1788;901;1;;384;516;19;;;3609
20116518;2011;Buenos Aires;6;Mar Chiquita;6518;;151;;;1;74;;;;226
20126518;2012;Buenos Aires;6;Mar Chiquita;6518;80;;;;;;;;;80
20136518;2013;Buenos Aires;6;Mar Chiquita;6518;80;139;;;15;123;;;;357
20146518;2014;Buenos Aires;6;Mar Chiquita;6518;124;118;;3;15;134;1;;;395
20156518;2015;Buenos Aires;6;Mar Chiquita;6518;95;174;;;56;78;2;;;405
20166518;2016;Buenos Aires;6;Mar Chiquita;6518;61;;;;18;19;2;;;100
20176518;2017;Buenos Aires;6;Mar Chiquita;6518;60;19;;18;;;4;;;101
20186518;2018;Buenos Aires;6;Mar Chiquita;6518;44;7;;12;;12;4;;;79
20196518;2019;Buenos Aires;6;Mar Chiquita;6518;40;19;;;;17;2;;;78
20086525;2008;Buenos Aires;6;Marcos Paz;6525;7993;2977;177;280;575;1311;71;2;;13386
20096525;2009;Buenos Aires;6;Marcos Paz;6525;7542;2962;113;61;361;144;75;6;;1256
20106525;2010;Buenos Aires;6;Marcos Paz;6525;7947;3136;55;82;316;1793;73;;;13402
20116525;2011;Buenos Aires;6;Marcos Paz;6525;7717;3155;112;84;591;1172;82;;;12913
20126525;2012;Buenos Aires;6;Marcos Paz;6525;792;2862;120;135;651;1799;78;;;13565
20136525;2013;Buenos Aires;6;Marcos Paz;6525;7253;2643;99;195;400;1892;70;;;12552
20146525;2014;Buenos Aires;6;Marcos Paz;6525;7156;2317;77;100;509;2093;67;;1;1232
20156525;2015;Buenos Aires;6;Marcos Paz;6525;6914;1975;72;67;680;2296;67;;4;12075
20166525;2016;Buenos Aires;6;Marcos Paz;6525;5868;2213;130;70;595;1709;55;;19;10659
20176525;2017;Buenos Aires;6;Marcos Paz;6525;6068;2067;94;26;427;1973;49;;12;10716
20186525;2018;Buenos Aires;6;Marcos Paz;6525;5748;2003;62;96;640;1751;50;7;;10357
20196525;2019;Buenos Aires;6;Marcos Paz;6525;5189;1848;78;102;521;1708;29;;3;9478
20086532;2008;Buenos Aires;6;Mercedes;6532;2774;971;14;78;329;538;53;;;4757
20096532;2009;Buenos Aires;6;Mercedes;6532;3104;1193;40;149;420;693;62;;;5661
20106532;2010;Buenos Aires;6;Mercedes;6532;2928;1354;28;264;826;329;64;;;5793
20116532;2011;Buenos Aires;6;Mercedes;6532;3269;1283;77;121;357;720;44;;;5871
20126532;2012;Buenos Aires;6;Mercedes;6532;3331;1233;27;149;356;900;42;;;6038
20136532;2013;Buenos Aires;6;Mercedes;6532;4792;2002;276;390;985;1328;61;;;9834
20146532;2014;Buenos Aires;6;Mercedes;6532;459;2021;433;185;986;1363;64;;;9642
20156532;2015;Buenos Aires;6;Mercedes;6532;425;1478;687;138;804;1846;63;;2;9268
20166532;2016;Buenos Aires;6;Mercedes;6532;4407;177;529;50;906;1402;69;;8;9141
20176532;2017;Buenos Aires;6;Mercedes;6532;4174;1598;479;231;1054;1478;65;;3;9082
20186532;2018;Buenos Aires;6;Mercedes;6532;5314;188;169;479;1138;1649;75;5;;10709
20196532;2019;Buenos Aires;6;Mercedes;6532;5149;1524;552;329;1167;1706;70;;3;105
20086539;2008;Buenos Aires;6;Merlo;6539;14;4;;;2;9;1;;;30
20096539;2009;Buenos Aires;6;Merlo;6539;24;;;;5;15;2;;;46
20106539;2010;Buenos Aires;6;Merlo;6539;22;14;;;5;7;1;;;49
20116539;2011;Buenos Aires;6;Merlo;6539;27;;;;13;4;1;;;45
20126539;2012;Buenos Aires;6;Merlo;6539;22;7;;;5;10;1;;;45
20136539;2013;Buenos Aires;6;Merlo;6539;31;5;;;;4;1;;;41
20146539;2014;Buenos Aires;6;Merlo;6539;20;9;;;;;1;;;30
20156539;2015;Buenos Aires;6;Merlo;6539;24;5;;;;;1;;;30
20166539;2016;Buenos Aires;6;Merlo;6539;24;5;;;;;1;;;30
20176539;2017;Buenos Aires;6;Merlo;6539;24;7;;;;;1;;;32
20186539;2018;Buenos Aires;6;Merlo;6539;20;9;;;;;1;;;30
20086547;2008;Buenos Aires;6;Monte;6547;6456;2854;182;149;967;1762;86;;;12456
20096547;2009;Buenos Aires;6;Monte;6547;6397;2439;216;361;575;2054;66;;;12108
20106547;2010;Buenos Aires;6;Monte;6547;6331;2872;95;266;1983;608;67;;;12222
20116547;2011;Buenos Aires;6;Monte;6547;6189;3053;309;137;584;2202;64;;;12538
20126547;2012;Buenos Aires;6;Monte;6547;6215;2293;260;192;658;2608;52;;;12278
20136547;2013;Buenos Aires;6;Monte;6547;6108;2613;189;229;586;2351;34;;;1211
20146547;2014;Buenos Aires;6;Monte;6547;611;3119;99;347;600;1545;36;;8;11864
20156547;2015;Buenos Aires;6;Monte;6547;6289;3422;206;427;497;1664;33;;2;1254
20166547;2016;Buenos Aires;6;Monte;6547;6392;2788;201;366;420;1831;29;;6;12033
20176547;2017;Buenos Aires;6;Monte;6547;6351;2847;194;313;556;1734;20;;13;12028
20186547;2018;Buenos Aires;6;Monte;6547;6196;2638;154;327;575;2096;39;18;;12043
20196547;2019;Buenos Aires;6;Monte;6547;5497;2946;113;86;644;1798;28;;6;11118
20086560;2008;Buenos Aires;6;Moreno;6560;9;10;;;;5;;;;24
20096560;2009;Buenos Aires;6;Moreno;6560;18;8;;;1;;;;;27
20106560;2010;Buenos Aires;6;Moreno;6560;18;8;;;2;;1;;;29
20116560;2011;Buenos Aires;6;Moreno;6560;17;2;;;3;4;;;;26
20126560;2012;Buenos Aires;6;Moreno;6560;15;4;2;;1;2;1;;;25
20136560;2013;Buenos Aires;6;Moreno;6560;15;7;;;;6;1;;;29
20146560;2014;Buenos Aires;6;Moreno;6560;14;12;;;1;6;1;;;34
20156560;2015;Buenos Aires;6;Moreno;6560;16;9;2;;;9;2;;;38
20166560;2016;Buenos Aires;6;Moreno;6560;15;13;;;;7;2;;;37
20176560;2017;Buenos Aires;6;Moreno;6560;18;14;2;;1;4;2;;;41
20186560;2018;Buenos Aires;6;Moreno;6560;22;12;;;1;7;1;;;43
20196560;2019;Buenos Aires;6;Moreno;6560;29;13;2;;3;11;2;;;60
20086574;2008;Buenos Aires;6;Navarro;6574;25284;10537;397;1388;4243;6537;440;;;48826
20096574;2009;Buenos Aires;6;Navarro;6574;25755;10642;426;1543;4444;683;467;;;50107
20106574;2010;Buenos Aires;6;Navarro;6574;24865;9689;310;1002;4145;6345;467;;;46823
20116574;2011;Buenos Aires;6;Navarro;6574;24727;10301;317;825;3785;648;437;;;46872
20126574;2012;Buenos Aires;6;Navarro;6574;24873;9639;243;1001;4018;6843;373;;;4699
20136574;2013;Buenos Aires;6;Navarro;6574;2462;9062;304;1002;4111;6831;357;2;;46289
20146574;2014;Buenos Aires;6;Navarro;6574;24052;10158;245;998;3819;6451;412;;88;46223
20156574;2015;Buenos Aires;6;Navarro;6574;23623;8575;176;689;3697;6523;397;15;100;43795
20166574;2016;Buenos Aires;6;Navarro;6574;21217;8256;367;552;3479;6073;270;2;126;40342
20176574;2017;Buenos Aires;6;Navarro;6574;20961;7923;389;911;3628;6125;260;;67;40264
20186574;2018;Buenos Aires;6;Navarro;6574;20906;7979;220;813;3938;6181;258;110;;40405
20196574;2019;Buenos Aires;6;Navarro;6574;19472;7508;286;685;3635;6646;201;;103;38536
20086581;2008;Buenos Aires;6;Necochea;6581;188;65;;1;7;109;;;;370
20096581;2009;Buenos Aires;6;Necochea;6581;242;53;;;39;122;;;;456
20106581;2010;Buenos Aires;6;Necochea;6581;233;67;;;127;12;;;;439
20116581;2011;Buenos Aires;6;Necochea;6581;231;78;;;;124;;;;433
20126581;2012;Buenos Aires;6;Necochea;6581;226;29;;;66;176;;;;497
20136581;2013;Buenos Aires;6;Necochea;6581;198;87;;;55;109;;;;449
20146581;2014;Buenos Aires;6;Necochea;6581;290;56;;;8;134;2;;;490
20156581;2015;Buenos Aires;6;Necochea;6581;376;100;;;;171;6;;2;655
20166581;2016;Buenos Aires;6;Necochea;6581;363;;;;17;253;6;;;639
20176581;2017;Buenos Aires;6;Necochea;6581;293;90;;;37;126;6;;;552
20186581;2018;Buenos Aires;6;Necochea;6581;353;119;;;44;183;10;3;;712
20196581;2019;Buenos Aires;6;Necochea;6581;380;94;;;95;208;9;;4;790
20086588;2008;Buenos Aires;6;9 de Julio;6588;19291;8669;203;234;1472;671;205;;;36784
20096588;2009;Buenos Aires;6;9 de Julio;6588;20757;9815;173;487;1296;8077;201;;;40806
20106588;2010;Buenos Aires;6;9 de Julio;6588;2373;11456;12;199;1002;766;154;;;44213
20116588;2011;Buenos Aires;6;9 de Julio;6588;2545;10545;27;538;1284;9146;241;;;47231
20126588;2012;Buenos Aires;6;9 de Julio;6588;27166;11078;410;152;2012;9119;249;;;50186
20136588;2013;Buenos Aires;6;9 de Julio;6588;24214;11631;247;281;1871;10645;361;;;4925
20146588;2014;Buenos Aires;6;9 de Julio;6588;26091;13365;231;143;1967;979;348;;76;52011
20156588;2015;Buenos Aires;6;9 de Julio;6588;26668;10457;39;149;1784;10086;238;;56;49477
20166588;2016;Buenos Aires;6;9 de Julio;6588;25459;10728;47;174;2489;1088;303;;97;50177
20176588;2017;Buenos Aires;6;9 de Julio;6588;26432;1139;92;164;191;12054;206;;113;52361
20186588;2018;Buenos Aires;6;9 de Julio;6588;26394;12648;75;108;2061;10272;231;105;;51894
20196588;2019;Buenos Aires;6;9 de Julio;6588;23267;11238;;299;171;9423;267;;109;46313
20086595;2008;Buenos Aires;6;Olavarria;6595;2955;948;298;254;604;593;82;2;;5736
20096595;2009;Buenos Aires;6;Olavarria;6595;2608;785;105;99;503;726;78;;;4904
20106595;2010;Buenos Aires;6;Olavarria;6595;3004;878;103;153;462;987;72;;;5659
20116595;2011;Buenos Aires;6;Olavarria;6595;2934;948;50;231;604;978;69;;;5814
20126595;2012;Buenos Aires;6;Olavarria;6595;2715;846;77;120;552;902;74;;;5286
20136595;2013;Buenos Aires;6;Olavarria;6595;2434;669;2;182;412;843;35;;;4577
20146595;2014;Buenos Aires;6;Olavarria;6595;2713;946;124;142;467;840;39;;5;5276
20156595;2015;Buenos Aires;6;Olavarria;6595;3422;1147;193;68;323;1068;48;;4;6273
20166595;2016;Buenos Aires;6;Olavarria;6595;3758;1159;130;173;365;1172;51;;2;681
20176595;2017;Buenos Aires;6;Olavarria;6595;3289;1029;27;97;492;998;38;;;597
20186595;2018;Buenos Aires;6;Olavarria;6595;2998;1034;75;48;319;986;24;30;;5514
20196595;2019;Buenos Aires;6;Olavarria;6595;2161;1215;;237;227;795;30;;10;4675
20086602;2008;Buenos Aires;6;Patagones;6602;26;4;;4;6;5;;;;45
20096602;2009;Buenos Aires;6;Patagones;6602;17;3;;1;;2;;;;23
20106602;2010;Buenos Aires;6;Patagones;6602;19;2;;;3;1;;;;25
20116602;2011;Buenos Aires;6;Patagones;6602;15;2;;2;2;6;;;;27
20126602;2012;Buenos Aires;6;Patagones;6602;18;6;;1;2;2;;;;29
20136602;2013;Buenos Aires;6;Patagones;6602;17;;;;;;;;;17
20146602;2014;Buenos Aires;6;Patagones;6602;14;5;;;;1;;;;20
20156602;2015;Buenos Aires;6;Patagones;6602;15;5;;;1;1;;;;22
20166602;2016;Buenos Aires;6;Patagones;6602;21;;1;;;;2;;;24
20176602;2017;Buenos Aires;6;Patagones;6602;21;;;;3;4;;;;28
20186602;2018;Buenos Aires;6;Patagones;6602;25;;;;;;;;;25
20196602;2019;Buenos Aires;6;Patagones;6602;12;;;;;;;;;12
20086609;2008;Buenos Aires;6;Pehuajo;6609;10307;3895;355;605;1119;2628;78;;;18987
20096609;2009;Buenos Aires;6;Pehuajo;6609;10493;3833;318;344;1066;2666;80;;;188
20106609;2010;Buenos Aires;6;Pehuajo;6609;9559;3901;205;152;950;2519;66;;;17352
20116609;2011;Buenos Aires;6;Pehuajo;6609;8469;3412;41;289;111;3259;70;;;1665
20126609;2012;Buenos Aires;6;Pehuajo;6609;11143;4815;175;341;1757;3312;70;;;21613
20136609;2013;Buenos Aires;6;Pehuajo;6609;8625;3923;98;291;1347;3323;62;;;17669
20146609;2014;Buenos Aires;6;Pehuajo;6609;822;4246;215;283;1704;2089;56;;;16813
20156609;2015;Buenos Aires;6;Pehuajo;6609;8961;4365;112;765;1061;2656;46;;9;17975
